Date,Close
2006-04-06,101.921875
2006-04-07,101.8203125
2006-04-10,101.8203125
2006-04-11,101.8515625
2006-04-12,101.7890625
2006-04-13,101.734375
2006-04-17,101.8046875
2006-04-18,101.921875
2006-04-19,101.875
2006-04-20,101.84375
2006-04-21,101.8125
2006-04-24,101.84375
2006-04-25,101.7421875
2006-04-26,101.65625
2006-04-27,101.7890625
2006-04-28,101.8671875
2006-05-01,101.7578125
2006-05-02,101.765625
2006-05-03,101.734375
2006-05-04,101.6875
2006-05-05,101.734375
2006-05-08,101.6953125
2006-05-09,101.6953125
2006-05-10,101.6640625
2006-05-11,101.6640625
2006-05-12,101.640625
2006-05-15,101.6796875
2006-05-16,101.7421875
2006-05-17,101.6875
2006-05-18,101.7578125
2006-05-19,101.7109375
2006-05-22,101.7421875
2006-05-23,101.703125
2006-05-24,101.7578125
2006-05-25,101.71875
2006-05-26,101.7421875
2006-05-30,101.6796875
2006-05-31,101.5625
2006-06-01,101.5703125
2006-06-02,101.78125
2006-06-05,101.6640625
2006-06-06,101.6484375
2006-06-07,101.609375
2006-06-08,101.640625
2006-06-09,101.625
2006-06-12,101.6171875
2006-06-13,101.6171875
2006-06-14,101.453125
2006-06-15,101.3984375
2006-06-16,101.375
2006-06-19,101.3359375
2006-06-20,101.3125
2006-06-21,101.3046875
2006-06-22,101.2421875
2006-06-23,101.1953125
2006-06-26,101.1875
2006-06-27,101.2109375
2006-06-28,101.1640625
2006-06-29,101.28125
2006-06-30,101.359375
2006-07-03,101.3671875
2006-07-05,101.234375
2006-07-06,101.28125
2006-07-07,101.359375
2006-07-10,101.359375
2006-07-11,101.390625
2006-07-12,101.375
2006-07-13,101.4453125
2006-07-14,101.5234375
2006-07-17,101.4765625
2006-07-18,101.3515625
2006-07-19,101.4921875
2006-07-20,101.5859375
2006-07-21,101.5546875
2006-07-24,101.5390625
2006-07-25,101.5
2006-07-26,101.5625
2006-07-27,101.578125
2006-07-28,101.71875
2006-07-31,101.734375
2006-08-01,101.75
2006-08-02,101.75
2006-08-03,101.7109375
2006-08-04,101.8359375
2006-08-07,101.765625
2006-08-08,101.828125
2006-08-09,101.828125
2006-08-10,101.8125
2006-08-11,101.7265625
2006-08-14,101.640625
2006-08-15,101.7578125
2006-08-16,101.8828125
2006-08-17,101.84375
2006-08-18,101.8828125
2006-08-21,101.8984375
2006-08-22,101.8984375
2006-08-23,101.890625
2006-08-24,101.875
2006-08-25,101.90625
2006-08-28,101.8671875
2006-08-29,101.8828125
2006-08-30,101.9375
2006-08-31,102.015625
2006-09-01,102.046875
2006-09-05,101.9921875
2006-09-06,101.953125
2006-09-07,101.9375
2006-09-08,101.9765625
2006-09-11,101.9140625
2006-09-12,101.9296875
2006-09-13,101.9609375
2006-09-14,101.921875
2006-09-15,101.859375
2006-09-18,101.8359375
2006-09-19,101.96875
2006-09-20,101.9453125
2006-09-21,102.1171875
2006-09-22,102.171875
2006-09-25,102.21875
2006-09-26,102.1484375
2006-09-27,102.15625
2006-09-28,102.1484375
2006-09-29,102.109375
2006-10-02,102.3125
2006-10-03,102.296875
2006-10-04,102.421875
2006-10-05,102.3203125
2006-10-06,102.140625
2006-10-09,102.140625
2006-10-10,102.015625
2006-10-11,101.921875
2006-10-12,101.9453125
2006-10-13,101.8984375
2006-10-16,101.9296875
2006-10-17,101.953125
2006-10-18,101.9453125
2006-10-19,101.9140625
2006-10-20,101.90625
2006-10-23,101.828125
2006-10-24,101.828125
2006-10-25,101.890625
2006-10-26,101.9921875
2006-10-27,102.1015625
2006-10-30,102.0859375
2006-10-31,102.203125
2006-11-01,102.296875
2006-11-02,102.25
2006-11-03,101.9765625
2006-11-06,101.96875
2006-11-07,102.0546875
2006-11-08,102.09375
2006-11-09,102.1015625
2006-11-10,102.125
2006-11-13,102.0703125
2006-11-14,102.109375
2006-11-15,101.984375
2006-11-16,101.9375
2006-11-17,102.0703125
2006-11-20,102.0703125
2006-11-21,102.0703125
2006-11-22,102.0859375
2006-11-23,102.0859375
2006-11-24,102.125
2006-11-27,102.125
2006-11-28,102.1875
2006-11-29,102.171875
2006-11-30,102.28125
2006-12-01,102.453125
2006-12-04,102.453125
2006-12-05,102.46875
2006-12-06,102.359375
2006-12-07,102.359375
2006-12-08,102.1875
2006-12-11,102.203125
2006-12-12,102.2890625
2006-12-13,102.125
2006-12-14,102.0859375
2006-12-15,102.0859375
2006-12-18,102.109375
2006-12-19,102.1015625
2006-12-20,102.1015625
2006-12-21,102.1875
2006-12-22,102.0859375
2006-12-26,102.09375
2006-12-27,102.0
2006-12-28,102.0078125
2006-12-29,101.9296875
2007-01-02,102.0625
2007-01-03,102.1171875
2007-01-04,102.203125
2007-01-05,102.1328125
2007-01-08,102.078125
2007-01-09,102.0546875
2007-01-10,102.0234375
2007-01-11,101.9296875
2007-01-12,101.890625
2007-01-16,101.9140625
2007-01-17,101.8359375
2007-01-18,101.8671875
2007-01-19,101.8203125
2007-01-22,101.828125
2007-01-23,101.78125
2007-01-24,101.8046875
2007-01-25,101.7265625
2007-01-26,101.7109375
2007-01-29,101.6953125
2007-01-30,101.71875
2007-01-31,101.796875
2007-02-01,101.7578125
2007-02-02,101.7890625
2007-02-05,101.8125
2007-02-06,101.8515625
2007-02-07,101.890625
2007-02-08,101.890625
2007-02-09,101.8203125
2007-02-12,101.78125
2007-02-13,101.765625
2007-02-14,101.90625
2007-02-15,101.96875
2007-02-16,101.96875
2007-02-20,101.9921875
2007-02-21,101.9609375
2007-02-22,101.890625
2007-02-23,101.9609375
2007-02-26,102.0390625
2007-02-27,102.3203125
2007-02-28,102.2734375
2007-03-01,102.296875
2007-03-02,102.3828125
2007-03-05,102.3671875
2007-03-06,102.3359375
2007-03-07,102.3984375
2007-03-08,102.3828125
2007-03-09,102.171875
2007-03-12,102.234375
2007-03-13,102.421875
2007-03-14,102.3984375
2007-03-15,102.328125
2007-03-16,102.3046875
2007-03-19,102.234375
2007-03-20,102.28125
2007-03-21,102.4140625
2007-03-22,102.3125
2007-03-23,102.2578125
2007-03-26,102.328125
2007-03-27,102.328125
2007-03-28,102.34375
2007-03-29,102.28125
2007-03-30,102.3671875
2007-04-02,102.4453125
2007-04-03,102.375
2007-04-04,102.3984375
2007-04-05,102.3671875
2007-04-09,102.15625
2007-04-10,102.2265625
2007-04-11,102.1875
2007-04-12,102.1796875
2007-04-13,102.1015625
2007-04-16,102.1328125
2007-04-17,102.25
2007-04-18,102.3203125
2007-04-19,102.3203125
2007-04-20,102.3203125
2007-04-23,102.3515625
2007-04-24,102.4140625
2007-04-25,102.3515625
2007-04-26,102.2578125
2007-04-27,102.25
2007-04-30,102.359375
2007-05-01,102.296875
2007-05-02,102.2890625
2007-05-03,102.171875
2007-05-04,102.234375
2007-05-07,102.21875
2007-05-08,102.234375
2007-05-09,102.1328125
2007-05-10,102.1953125
2007-05-11,102.15625
2007-05-14,102.1171875
2007-05-15,102.1015625
2007-05-16,102.1015625
2007-05-17,102.015625
2007-05-18,101.953125
2007-05-21,101.96875
2007-05-22,101.9140625
2007-05-23,101.90625
2007-05-24,101.8984375
2007-05-25,101.8828125
2007-05-29,101.8203125
2007-05-30,101.7890625
2007-05-31,101.7421875
2007-06-01,101.640625
2007-06-04,101.65625
2007-06-05,101.6171875
2007-06-06,101.6796875
2007-06-07,101.6171875
2007-06-08,101.609375
2007-06-11,101.6328125
2007-06-12,101.5234375
